timestamp,ticker,side,qty,fill_price,commission,pnl
2024-07-24,MSFT,exit,1,267.789942,0.0,267.79
2024-07-30,MSFT,long,1,327.202876,0.0,
2024-08-01,MSFT,exit,1,302.661036,0.0,302.66
2024-08-13,MSFT,short,1,193.948857,0.0,
2024-08-15,MSFT,exit,1,207.31347899999997,0.0,207.31
2024-08-20,MSFT,short,1,163.71212400000002,0.0,
2024-08-22,MSFT,exit,1,193.425381,0.0,193.43
2024-08-26,MSFT,long,1,131.659528,0.0,
2024-09-10,MSFT,exit,1,195.747057,0.0,195.75
2024-09-11,MSFT,short,1,192.47633100000002,0.0,
2024-09-12,MSFT,exit,1,173.783043,0.0,173.78
2024-09-13,MSFT,long,1,158.90474600000002,0.0,
2024-09-18,MSFT,exit,1,188.79102,0.0,188.79
2024-09-19,MSFT,short,1,216.848934,0.0,
2024-09-24,MSFT,exit,1,169.987842,0.0,169.99
2024-09-25,MSFT,short,1,133.830036,0.0,
2024-10-01,MSFT,exit,1,190.738071,0.0,190.74
2024-10-02,MSFT,long,1,165.988823,0.0,
2024-10-04,MSFT,exit,1,191.505303,0.0,191.51
2024-10-07,MSFT,long,1,209.407198,0.0,
2024-10-08,MSFT,exit,1,192.100707,0.0,192.1
2024-10-09,MSFT,short,1,149.593257,0.0,
2024-10-10,MSFT,exit,1,138.345516,0.0,138.35
2024-10-11,MSFT,long,1,141.590449,0.0,
2024-10-14,MSFT,exit,1,166.364469,0.0,166.36
2024-10-15,MSFT,short,1,188.81299800000002,0.0,
2024-10-17,MSFT,exit,1,148.0518,0.0,148.05
2024-10-18,MSFT,long,1,171.62445300000002,0.0,
2024-10-22,MSFT,exit,1,254.567178,0.0,254.57
2024-10-23,MSFT,short,1,196.34745600000002,0.0,
2024-10-29,MSFT,exit,1,176.264559,0.0,176.26
2024-10-30,MSFT,short,1,297.193509,0.0,
2024-11-04,MSFT,exit,1,196.52627700000002,0.0,196.53
2024-11-05,MSFT,long,1,176.43626,0.0,
2024-11-07,MSFT,exit,1,198.818982,0.0,198.82
2024-11-08,MSFT,short,1,168.745086,0.0,
2024-11-13,MSFT,exit,1,214.806978,0.0,214.81
2024-11-20,MSFT,long,1,192.108917,0.0,
2024-11-21,MSFT,exit,1,207.594198,0.0,207.59
2024-11-29,MSFT,long,1,162.881719,0.0,
2024-12-03,MSFT,exit,1,182.83698,0.0,182.84
2024-12-04,MSFT,short,1,259.833906,0.0,
2024-12-06,MSFT,exit,1,188.02179,0.0,188.02
2024-12-09,MSFT,long,1,191.63544399999998,0.0,
2024-12-10,MSFT,exit,1,184.510305,0.0,184.51
2024-12-11,MSFT,long,1,192.194002,0.0,
2024-12-12,MSFT,exit,1,208.139652,0.0,208.14
2024-12-13,MSFT,short,1,201.576222,0.0,
2024-12-16,MSFT,exit,1,235.752012,0.0,235.75
2024-12-17,MSFT,long,1,227.56233500000002,0.0,
2024-12-19,MSFT,exit,1,229.407363,0.0,229.41
2024-12-20,MSFT,short,1,641.9943629999999,0.0,
2024-12-26,MSFT,exit,1,81.860058,0.0,81.86
2024-12-27,MSFT,short,2,180.995823,0.0,
2022-08-18,MSFT,short,1,171.690138,0.0,
2022-08-19,MSFT,exit,1,205.49429999999998,0.0,205.49
2022-08-22,MSFT,short,1,250.360389,0.0,
2022-08-23,MSFT,exit,1,175.098726,0.0,175.1
2022-08-24,MSFT,long,1,181.55137,0.0,
2022-08-30,MSFT,exit,1,227.443329,0.0,227.44
2022-09-06,MSFT,short,1,213.06871800000002,0.0,
2022-09-20,MSFT,exit,1,266.33639700000003,0.0,266.34
2022-11-28,MSFT,long,1,248.029782,0.0,
2022-12-08,MSFT,exit,1,225.89188199999998,0.0,225.89
2022-12-28,MSFT,short,1,174.396429,0.0,
2022-12-30,MSFT,exit,1,219.165615,0.0,219.17
2023-05-16,MSFT,long,1,267.570303,0.0,
2023-05-17,MSFT,exit,1,242.90685,0.0,242.91
2023-07-05,MSFT,long,1,181.905724,0.0,
2023-07-06,MSFT,exit,1,281.330388,0.0,281.33
2023-08-23,MSFT,long,1,211.875664,0.0,
2023-09-01,MSFT,exit,1,149.27058,0.0,149.27
2023-09-05,MSFT,long,1,185.724539,0.0,
2023-09-11,MSFT,exit,1,165.667167,0.0,165.67
2023-09-20,MSFT,long,1,214.579365,0.0,
2023-09-21,MSFT,exit,1,355.24839599999996,0.0,355.25
2023-10-06,MSFT,short,1,256.479264,0.0,
2023-10-13,MSFT,exit,1,210.513276,0.0,210.51
2023-10-16,MSFT,long,1,221.80158,0.0,
2023-10-17,MSFT,exit,1,183.201615,0.0,183.2
2023-10-18,MSFT,short,1,231.304464,0.0,
2023-10-20,MSFT,exit,1,250.02672299999998,0.0,250.03
2023-10-23,MSFT,short,1,243.503253,0.0,
2023-11-22,MSFT,exit,1,233.219547,0.0,233.22
2023-11-27,MSFT,long,1,222.013792,0.0,
2023-11-28,MSFT,exit,1,204.326469,0.0,204.33
2023-12-27,MSFT,short,1,148.904946,0.0,
2023-12-29,MSFT,exit,1,187.120692,0.0,187.12
2024-01-10,MSFT,short,1,254.886858,0.0,
2024-01-11,MSFT,exit,1,278.229492,0.0,278.23
2024-01-12,MSFT,long,1,216.828612,0.0,
2024-01-19,MSFT,exit,1,293.01768899999996,0.0,293.02
2024-02-26,MSFT,short,1,161.773065,0.0,
2024-02-29,MSFT,exit,1,319.153527,0.0,319.15
2024-03-12,MSFT,long,1,224.79457,0.0,
2024-03-13,MSFT,exit,1,170.987841,0.0,170.99
2024-04-09,MSFT,long,1,125.09396899999999,0.0,
2024-04-10,MSFT,exit,1,162.00383399999998,0.0,162.0
2024-04-11,MSFT,long,1,179.843664,0.0,
2024-04-12,MSFT,exit,1,192.345462,0.0,192.35
2024-04-15,MSFT,long,1,202.937735,0.0,
2024-04-19,MSFT,exit,1,305.352342,0.0,305.35
2024-04-22,MSFT,short,1,202.666131,0.0,
2024-04-24,MSFT,exit,1,150.502347,0.0,150.5
2024-04-25,MSFT,long,1,406.270865,0.0,
2024-04-26,MSFT,exit,1,296.650053,0.0,296.65
2024-05-09,MSFT,short,1,146.750103,0.0,
2024-05-13,MSFT,exit,1,154.24759799999998,0.0,154.25
2024-05-14,MSFT,long,1,151.244093,0.0,
2024-05-15,MSFT,exit,1,222.172605,0.0,222.17
2024-05-20,MSFT,long,1,162.883721,0.0,
2024-05-23,MSFT,exit,1,171.944883,0.0,171.94
2024-05-24,MSFT,long,1,118.671553,0.0,
2024-05-31,MSFT,exit,1,479.47304699999995,0.0,479.47
2024-06-04,MSFT,long,1,143.632489,0.0,
2024-06-07,MSFT,exit,1,136.08078300000003,0.0,136.08
2024-06-10,MSFT,short,1,139.68917100000002,0.0,
2024-06-12,MSFT,exit,1,223.43833800000002,0.0,223.44
2024-06-14,MSFT,long,1,135.95582,0.0,
2024-06-21,MSFT,exit,1,341.52912899999995,0.0,341.53
2024-06-25,MSFT,long,1,164.29813399999998,0.0,
2024-06-26,MSFT,exit,1,164.90493,0.0,164.9
2024-06-27,MSFT,short,1,147.91493699999998,0.0,
2024-07-02,MSFT,exit,1,139.658202,0.0,139.66
2024-07-05,MSFT,short,1,159.842997,0.0,
2024-07-08,MSFT,exit,1,129.49337699999998,0.0,129.49
2024-07-09,MSFT,short,1,171.899928,0.0,
2024-07-12,MSFT,exit,1,163.079757,0.0,163.08
2024-07-15,MSFT,long,1,144.438294,0.0,
2024-07-17,MSFT,exit,1,217.56222,0.0,217.56
2024-07-23,MSFT,long,1,131.202071,0.0,
2024-07-24,MSFT,exit,1,267.789942,0.0,267.79
2024-07-30,MSFT,long,1,327.202876,0.0,
2024-08-01,MSFT,exit,1,302.661036,0.0,302.66
2024-08-13,MSFT,short,1,193.948857,0.0,
2024-08-15,MSFT,exit,1,207.31347899999997,0.0,207.31
2024-08-20,MSFT,short,1,163.71212400000002,0.0,
2024-08-22,MSFT,exit,1,193.425381,0.0,193.43
2024-08-26,MSFT,long,1,131.659528,0.0,
2024-09-10,MSFT,exit,1,195.747057,0.0,195.75
2024-09-11,MSFT,short,1,192.47633100000002,0.0,
2024-09-12,MSFT,exit,1,173.783043,0.0,173.78
2024-09-13,MSFT,long,1,158.90474600000002,0.0,
2024-09-18,MSFT,exit,1,188.79102,0.0,188.79
2024-09-19,MSFT,short,1,216.848934,0.0,
2024-09-24,MSFT,exit,1,169.987842,0.0,169.99
2024-09-25,MSFT,short,1,133.830036,0.0,
2024-10-01,MSFT,exit,1,190.738071,0.0,190.74
2024-10-02,MSFT,long,1,165.988823,0.0,
2024-10-04,MSFT,exit,1,191.505303,0.0,191.51
2024-10-07,MSFT,long,1,209.407198,0.0,
2024-10-08,MSFT,exit,1,192.100707,0.0,192.1
2024-10-09,MSFT,short,1,149.593257,0.0,
2024-10-10,MSFT,exit,1,138.345516,0.0,138.35
2024-10-11,MSFT,long,1,141.590449,0.0,
2024-10-14,MSFT,exit,1,166.364469,0.0,166.36
2024-10-15,MSFT,short,1,188.81299800000002,0.0,
2024-10-17,MSFT,exit,1,148.0518,0.0,148.05
2024-10-18,MSFT,long,1,171.62445300000002,0.0,
2024-10-22,MSFT,exit,1,254.567178,0.0,254.57
2024-10-23,MSFT,short,1,196.34745600000002,0.0,
2024-10-29,MSFT,exit,1,176.264559,0.0,176.26
2024-10-30,MSFT,short,1,297.193509,0.0,
2024-11-04,MSFT,exit,1,196.52627700000002,0.0,196.53
2024-11-05,MSFT,long,1,176.43626,0.0,
2024-11-07,MSFT,exit,1,198.818982,0.0,198.82
2024-11-08,MSFT,short,1,168.745086,0.0,
2024-11-13,MSFT,exit,1,214.806978,0.0,214.81
2024-11-20,MSFT,long,1,192.108917,0.0,
2024-11-21,MSFT,exit,1,207.594198,0.0,207.59
2024-11-29,MSFT,long,1,162.881719,0.0,
2024-12-03,MSFT,exit,1,182.83698,0.0,182.84
2024-12-04,MSFT,short,1,259.833906,0.0,
2024-12-06,MSFT,exit,1,188.02179,0.0,188.02
2024-12-09,MSFT,long,1,191.63544399999998,0.0,
2024-12-10,MSFT,exit,1,184.510305,0.0,184.51
2024-12-11,MSFT,long,1,192.194002,0.0,
2024-12-12,MSFT,exit,1,208.139652,0.0,208.14
2024-12-13,MSFT,short,1,201.576222,0.0,
2024-12-16,MSFT,exit,1,235.752012,0.0,235.75
2024-12-17,MSFT,long,1,227.56233500000002,0.0,
2024-12-19,MSFT,exit,1,229.407363,0.0,229.41
2024-12-20,MSFT,short,1,641.9943629999999,0.0,
2024-12-26,MSFT,exit,1,81.860058,0.0,81.86
2024-12-27,MSFT,short,2,180.995823,0.0,
