published,source,domain,title,summary,link,sentiment,relevance
2025-10-16T17:22:00,Yahoo Finance - Top Stories,finance.yahoo.com,This Cyber Stock Is the S&P 500’s Worst Performer Today. A Security Breach Is to Blame.,"Cybersecurity company  F5  suffered a security breach that gave nation-state affiliated hackers “persistent access” to some of its systems.  The attackers breached data related to the F5’s BIG-IP application security product, the company said in a regulatory filing Wednesday.  Stolen files included portions of the source code for BIG-IP and information about undisclosed vulnerabilities in the product.",https://finance.yahoo.com/m/ffc92ee7-86e9-3695-b698-d72abd68e069/this-cyber-stock-is-the-s%26p.html?.tsrc=rss,-0.9001,0.0
2025-10-16T18:55:23,CNBC - Top News,www.cnbc.com,"China accuses U.S. of deliberately causing panic over rare earth controls, says it is open to talks",Beijing last week announced sweeping controls on rare earths ahead of an expected meeting between President Donald Trump and President Xi Jinping.,https://www.cnbc.com/2025/10/16/china-trump-xi-rare-earth-tariff-trade-war.html,-0.6908,0.0
2025-10-16T21:43:00,MarketWatch - Top Stories,www.marketwatch.com,"Why record cash in money-market funds won’t necessarily flood into stocks, bonds","The record amount of cash in money-market funds isn’t about to flood into riskier assets in the stock and bond markets — despite the Federal Reserve recently resuming its interest-rate-cutting cycle, according to research from J.P. Morgan.",https://www.marketwatch.com/story/why-record-cash-in-money-market-funds-wont-necessarily-flood-into-stocks-bonds-f5de2571?mod=mw_rss_topstories,-0.1779,0.25
2025-10-16T22:22:00,MarketWatch - Top Stories,www.marketwatch.com,Nio’s stock recoups losses as Wall Street assesses a shareholder suit. What to know.,Nio was sued by Singapore’s sovereign wealth fund over claims the Chinese electric-vehicle maker juiced its numbers.,https://www.marketwatch.com/story/nios-stock-is-cratering-after-the-ev-company-was-accused-of-fraud-again-9969bcff?mod=mw_rss_topstories,0.128,0.25
2025-10-17T03:00:00,MarketWatch - Top Stories,www.marketwatch.com,My father died leaving an old will predating his fourth wife. Who inherits his estate?,“He gave his fourth wife power of attorney and access to his bank account to pay bills.”,https://www.marketwatch.com/story/shes-been-moving-money-from-his-account-my-late-father-wrote-a-will-before-meeting-his-current-wife-who-gets-his-money-89241234?mod=mw_rss_topstories,-0.6124,0.0
2025-10-16T22:33:39,CNBC - Top News,www.cnbc.com,Marc Benioff's call for troops in SF leads tech investor Ron Conway to leave Salesforce Foundation board,Prominent startup investor Ron Conway has left the board of the Salesforce Foundation following comments Marc Benioff made in support of President Trump.,https://www.cnbc.com/2025/10/16/benioff-sf-troop-comment-lead-ron-conway-resign-salesforce-foundation.html,0.5859,0.0
2025-10-16T20:46:23,CNBC - Top News,www.cnbc.com,Cybersecurity firm F5's stock sinks 10% after disclosing nation-state hack,The attack prompted an emergency directive from the Cybersecurity and Infrastructure Security Agency.,https://www.cnbc.com/2025/10/16/cybersecurity-f5-stock-hack.html,-0.5106,0.0
2025-10-16T18:30:15,CNBC - Top News,www.cnbc.com,"Tariff costs to companies this year to hit $1.2 trillion, with consumers taking most of the hit, S&P says",The firm said its estimate of additional expenses for companies is probably conservative.,https://www.cnbc.com/2025/10/16/tariff-costs-to-companies-this-year-to-hit-1point2-trillion-with-consumers-taking-most-of-the-hit-sp-says.html,0.0,0.25
2025-10-16T16:25:22,CNBC - Top News,www.cnbc.com,"Nestle announces plans to slash 16,000 jobs, stock jumps 9%","Nestle said Thursday it will cut 16,000 jobs as the firm's new CEO Philipp Navratil looks to accelerate a turnaround at the consumer goods giant.",https://www.cnbc.com/2025/10/16/nestle-3q-earnings-announces-16000-job-cuts.html,-0.4939,0.0
2025-10-16T20:19:00,Yahoo Finance - Top Stories,finance.yahoo.com,"Sell This Lithium Stock, J.P. Morgan Says. Shares Could Fall 50%.","On Thursday, J.P. Morgan analyst Bill Peterson downgraded shares of the lithium miner to Sell from Hold.  Shares took off because China threatened export restrictions on rare-earth minerals and lithium-ion batteries as trade tensions with the U.S. ratcheted higher.  China dominates rare-earth minerals, which are used in a variety of goods—from electric vehicles to fighter jets—and lithium-ion battery production.",https://finance.yahoo.com/m/d0b0a934-d1f0-3da9-b927-e417b3fa8c4b/sell-this-lithium-stock%2C-j.p..html?.tsrc=rss,0.1779,0.25
2025-10-16T18:58:33,CNBC - Top News,www.cnbc.com,United Airlines CEO warns an extended shutdown will hurt bookings,Delta's CEO last week also warned a prolonged shutdown could affect the airline.,https://www.cnbc.com/2025/10/16/government-shutdown-united-airlines-ceo-scott-kirby.html,-0.4767,0.0
2025-10-16T18:42:31,CNBC - Top News,www.cnbc.com,"Bad loan worries hit stocks — plus, spin-offs, smartphones, and health care","Every weekday, the Investing Club releases the Homestretch; an actionable afternoon update just in time for the last hour of trading.",https://www.cnbc.com/2025/10/16/bad-loan-worries-hit-stocks-plus-spin-offs-smartphones-and-health-care.html,-0.4767,0.0
2025-10-16T16:31:29,Yahoo Finance - Top Stories,finance.yahoo.com,Stocks Give Up Gains Again. Here's Why.,"The Nasdaq Composite was down 0.5%.  The yield on the 2-year Treasury note was down to 3.48%.  For the S&amp;P, financials, industrials, energy, consumer staples, consumer discretionary, utilities, and materials were all down 0.1% or more.",https://finance.yahoo.com/m/2666d6c2-d2a8-3fb6-8b02-a7a405e948b3/stocks-give-up-gains-again..html?.tsrc=rss,0.6486,0.0
2025-10-16T14:30:01,CNBC - Top News,www.cnbc.com,Uber will offer gig work like AI data labeling to drivers while not on the road,Uber says it's offering drivers ways to make money when not ferrying around passengers.,https://www.cnbc.com/2025/10/16/uber-will-offer-us-drivers-more-gig-work-including-ai-data-labeling.html,0.3612,0.0
2025-10-16T22:06:16,CNBC - Top News,www.cnbc.com,Trump announces efforts to expand access to IVF drugs,"The procedure is often not fully covered by insurance — if covered at all — and the costs for accessing it can cost around $20,000 or more per cycle.",https://www.cnbc.com/2025/10/16/trump-announces-efforts-to-expand-access-to-ivf-drugs.html,0.3182,0.0
2025-10-16T18:09:49,Yahoo Finance - Top Stories,finance.yahoo.com,Stocks Slip as Volatility Spikes. 10-year Yield Falls Below 4%.,"Wall Street was buying bonds and selling stocks on Thursday as the market’s fear gauge spiked again and regional bank stocks slipped. The S&amp;P 500 was down 0.8%. The Dow was down 311 points, or 0.7%. The Nasdaq Composite was down 0.",https://finance.yahoo.com/m/195600b0-5ff8-32d9-82ac-a5d4c1fb09a0/stocks-slip-as-volatility.html?.tsrc=rss,-0.4939,0.0
2025-10-17T04:12:58,CNBC - Top News,www.cnbc.com,South Korea's Kospi hits fresh record high for third straight day on optimism over trade talks,Shares of regional banks and investment bank Jefferies tumbled Thursday as fears mounted around some bad loans lurking in the U.S.,https://www.cnbc.com/2025/10/17/asia-markets-friday-hang-seng-hsi-kospi-nikkei-225.html,0.2732,0.0
2025-10-16T20:01:22,Yahoo Finance - Top Stories,finance.yahoo.com,Dow Falls 300 Points as Bank Worries Spark Flight to Safety,"A flight to safety in the wake of regional bank loan worries sent stocks tumbling and the yield on the 10-year Treasury note below 4%.  The Dow Jones Industrial Average fell 301 points, or 0.7%.  The Nasdaq Composite was down 0.5%.",https://finance.yahoo.com/m/771f9f4e-0da2-32d1-bdc8-402bc24c5caf/dow-falls-300-points-as-bank.html?.tsrc=rss,0.4019,0.0
2025-10-16T23:55:00,MarketWatch - Top Stories,www.marketwatch.com,‘Sell’ signs are showing up in the stock market — but this number matters most,"The S&amp;P 500 can climb a ‘wall of worry’ — if it stays above 6,500.",https://www.marketwatch.com/story/sell-signs-are-showing-up-in-the-stock-market-but-this-number-matters-most-e33ec9d7?mod=mw_rss_topstories,0.1809,0.0
2025-10-16T20:11:01,CNBC - Top News,www.cnbc.com,"Regional banks, Jefferies shares tank as concerns about sour loans grow on Wall Street",Fears are mounting around the health of their lending businesses.,https://www.cnbc.com/2025/10/16/regional-banks-and-jefferies-shares-tank-as-concerns-grow-on-wall-street-about-sour-loans.html,-0.1531,0.0
2025-10-16T20:40:00,Yahoo Finance - Top Stories,finance.yahoo.com,The sectors this strategist is most bullish on amid AI boom cycle,"US stocks (^DJI, ^IXIC, ^GSPC) closed Thursday's session lower amid the latest back-and-forth commentary between China and US President Trump. Wilmington Trust CIO Tony Roth comes on Market Domination Overtime to explain where he is seeing equities the most overextended and where his firm is the most Overweight. To watch more expert insights and analysis on the latest market action, check out more Market Domination Overtime.",https://finance.yahoo.com/video/sectors-strategist-most-bullish-amid-204000846.html?.tsrc=rss,-0.3338,0.0
2025-10-16T22:53:53,CNBC - Top News,www.cnbc.com,Oracle stock rises as company confirms Meta cloud deal,"In 30 days during the current quarter, Oracle contracted $65 billion in new cloud infrastructure commitments, one of Oracle's CEOs told analysts on Thursday.",https://www.cnbc.com/2025/10/16/oracle-confirms-meta-cloud-deal-.html,0.128,0.0
2025-10-16T16:27:33,CNBC - Top News,www.cnbc.com,"Government shutdown: Senate bill fails for 10th time, Kelly tells Trump to get involved",Democrats and Republicans in Congress remain divided over the question of whether a bill to end the shutdown should extend enhanced Obamacare tax credits.,https://www.cnbc.com/2025/10/16/trump-government-shutdown-senate-vote.html,0.1027,0.0
2025-10-16T20:13:36,CNBC - Top News,www.cnbc.com,"U.S. Chamber of Commerce sues Trump administration over $100,000 H-1B visa fee","Trump recently imposed a $100,00 fee on temporary visas for highly skilled workers in a push to have American companies hire more domestic workers.",https://www.cnbc.com/2025/10/16/us-chamber-of-commerce-sues-trump-administration-over-100000-h-1b-visa-fees.html,-0.0772,0.0
2025-10-16T22:52:00,Yahoo Finance - Top Stories,finance.yahoo.com,Review and Preview: The Infestation Spreads,"Stocks fell on new worries about regional bank loans. Plus, the furniture industry adapts to a growing rental market.",https://finance.yahoo.com/m/f0354848-9297-3850-acb1-60d3a6e96c6c/review-and-preview%3A-the.html?.tsrc=rss,-0.2732,0.0
2025-10-16T20:18:00,Yahoo Finance - Top Stories,finance.yahoo.com,MP Stock Dips. Where It Goes From Here.,"MP Materials  dipped on Thursday, nearing the end of a wild week for rare-earth players who found themselves suddenly caught up again in U.S.-China trade tensions.  With the rally fading, investors are left wondering what’s left for shares.  MP stock fell 6.6%, closing at $83.84, while the  and  fell about 0.6% and 0.7%, respectively.",https://finance.yahoo.com/m/08638ed9-f040-399a-b5c1-3e19f0328956/mp-stock-dips.-where-it-goes.html?.tsrc=rss,0.2263,0.0
2025-10-16T14:42:22,CNBC - Top News,www.cnbc.com,CNN 'All Access' streaming subscription to launch October 28 for $69.99 per year,"The plan is pitched as a centralized hub for CNN's journalism and includes access to live and on-demand videos, CNN.com articles and subscriber-only content.",https://www.cnbc.com/2025/10/16/cnn-new-all-access-subscription-streaming-and-exclusive-content-.html,0.0,0.0
2025-10-16T15:52:02,CNBC - Top News,www.cnbc.com,"Spotify moves further into AI music with Sony, Universal, Warner partnership",The partnership comes less than a month after Spotify said it cracked down on AI-generated music.,https://www.cnbc.com/2025/10/16/spotify-ai-music-sony-universal-warner.html,0.0,0.0
2025-10-16T14:08:45,CNBC - Top News,www.cnbc.com,Microsoft will test a Copilot AI feature that performs work on local files in Windows 11,Early adopters will be able to tell Microsoft's Copilot assistant to take action on files stored on their Windows 11 PCs.,https://www.cnbc.com/2025/10/16/microsoft-test-copilot-manus-windows-11.html,0.0,0.0
2025-10-16T14:56:00,CNBC - Top News,www.cnbc.com,How expiring ACA health insurance subsidies could impact Roth conversions,Bigger ACA health insurance subsidies could expire after 2025 without action from Congress. Here is how that could impact future Roth conversions.,https://www.cnbc.com/2025/10/16/aca-health-insurance-subsides-roth-conversions.html,0.0,0.0
2025-10-16T19:16:00,Yahoo Finance - Top Stories,finance.yahoo.com,Banks Stocks Tumble After More Credit ‘Cockroaches’ Unearthed. How Worried Should You Be?,Zions Bancorporation is taking a $50 million charge-off in its third quarter as part of a $60 million loan provision.,https://finance.yahoo.com/m/dd09df33-d0a2-3056-a218-d42c0c74490b/banks-stocks-tumble-after.html?.tsrc=rss,0.1761,0.0
2025-10-16T20:22:00,Yahoo Finance - Top Stories,finance.yahoo.com,There’s a New Rare-Earth Stock for Investors to Buy,Baird analyst Ben Kallo launched coverage of Ramaco Resources stock with a Buy rating and a $63 price target.,https://finance.yahoo.com/m/a64867fa-b859-3541-bba4-74410a1da9d6/there%E2%80%99s-a-new-rare-earth.html?.tsrc=rss,0.128,0.0
2025-10-16T18:39:00,Yahoo Finance - Top Stories,finance.yahoo.com,Kenvue Stock Tumbles on a New Challenge. It Isn’t Tylenol This Time.,"More than 3,000 people filed suit in the U.K. against a Kenvue subsidiary and Johnson & Johnson over baby powder.",https://finance.yahoo.com/m/d327cccf-d5e7-32aa-9536-2873d187e961/kenvue-stock-tumbles-on-a-new.html?.tsrc=rss,0.0772,0.0
2025-10-16T19:30:00,Yahoo Finance - Top Stories,finance.yahoo.com,Netflix and Spotify Partnership Is a ‘Win-Win’ for Both Companies,Some video podcasts normally streamed exclusively through Spotify will be available to view on Netflix in 2026.,https://finance.yahoo.com/m/f96c8312-0305-3121-a831-380695002fa2/netflix-and-spotify.html?.tsrc=rss,0.0,0.0
2025-10-16T16:08:00,Yahoo Finance - Top Stories,finance.yahoo.com,Snowflake Stock Jumps on Palantir AI Partnership. What It Means for the Data Storage Company.,The data storage company’s AI Data Cloud will be integrated with two of Palantir’s software products.,https://finance.yahoo.com/m/78c208cc-7c31-30c7-b59f-56e4cbfa7b9a/snowflake-stock-jumps-on.html?.tsrc=rss,0.0,0.0
